LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
963,081110,215253,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. (BLK),7ff53f2a,BLOCK* NameSystem.allocateBlock : /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. (BLK),[]
964,081110,215310,15040,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.203.166,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.203.166']
965,081110,215310,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.105.189 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.105.189']
966,081110,215357,15296,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.4 : 60086 dest : /10.251.203.4 : 50010,af5b3250,Receiving block (BLK) src : /<*> : 60086 dest : /<*> : 50010,"['10.251.203.4', '10.251.203.4']"
967,081110,215546,15564,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.202.134 : 48721 dest : /10.251.202.134 : 50010,38da64d9,Receiving block (BLK) src : /<*> : 48721 dest : /<*> : 50010,"['10.251.202.134', '10.251.202.134']"
968,081110,215546,15644,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.109.236,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.109.236']
969,081110,215654,15437,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.31.160 : 58714 dest : /10.251.31.160 : 50010,72cf1c39,Receiving block (BLK) src : /<*> : 58714 dest : /<*> : 50010,"['10.251.31.160', '10.251.31.160']"
970,081110,215722,15450,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.31.160 : 58721 dest : /10.251.31.160 : 50010,4ef18729,Receiving block (BLK) src : /<*> : 58721 dest : /<*> : 50010,"['10.251.31.160', '10.251.31.160']"
971,081110,215726,15711,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
972,081110,215726,15721,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.66.102 : 33326 dest : /10.251.66.102 : 50010,66f9b8a5,Receiving block (BLK) src : /<*> : 33326 dest : /<*> : 50010,"['10.251.66.102', '10.251.66.102']"
973,081110,215806,15819,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
974,081110,215813,15758,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
975,081110,215817,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. (BLK),6ffdfb6c,BLOCK* NameSystem.allocateBlock : /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. (BLK),[]
976,081110,220009,15450,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.90.239,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.90.239']
977,081110,220042,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.91.84 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.91.84']
978,081110,220148,15613,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.9.207,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.9.207']
979,081110,220238,15679,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
980,081110,220312,15681,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.35.1 : 50933 dest : /10.251.35.1 : 50010,8ce51d54,Receiving block (BLK) src : /<*> : 50933 dest : /<*> : 50010,"['10.251.35.1', '10.251.35.1']"
981,081110,220314,15849,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.91.15 : 59714 dest : /10.251.91.15 : 50010,6b69475e,Receiving block (BLK) src : /<*> : 59714 dest : /<*> : 50010,"['10.251.91.15', '10.251.91.15']"
982,081110,220350,15848,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.66.63,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.66.63']
983,081110,220626,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.194.129 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.194.129']
984,081110,220630,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.215.192 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.215.192']
985,081110,220636,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.90.64 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.90.64']
986,081110,220636,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.91.32 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.91.32']
987,081110,220637,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.214.32 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.214.32']
988,081110,220645,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.250.14.38 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.250.14.38']
989,081110,220646,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.250.9.207 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.250.9.207']
990,081110,220648,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.67.113 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.67.113']
991,081110,220648,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.123.195 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.123.195']
992,081110,220650,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.30.134 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.30.134']
993,081110,220651,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.31.5 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.31.5']
994,081110,220651,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.127.243 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.127.243']
995,081110,220651,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.39.64 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.39.64']
996,081110,220653,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.107.242 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.107.242']
997,081110,220655,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.39.242 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.39.242']
998,081110,220655,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.250.7.32 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.250.7.32']
999,081110,220655,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.127.191 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.127.191']
1000,081110,220656,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.39.209 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.39.209']
1001,081110,220658,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.250.5.161 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.250.5.161']
1002,081110,220708,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir36/(BLK),4f5ad746,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir36/(BLK),[]
1003,081110,220711,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000190_0/part-00190. (BLK),41ff3f4a,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000190_0/part-00190. (BLK),[]
1004,081110,220749,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir56/(BLK),78027265,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir56/(BLK),[]
1005,081110,220801,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.42.84 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.42.84']
1006,081110,220804,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir34/(BLK),5f807d13,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir34/(BLK),[]
1007,081110,220811,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/(BLK),1271d6b6,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/(BLK),[]
1008,081110,220830,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374. (BLK),7cca09d3,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374. (BLK),[]
1009,081110,220853,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),95394f4b,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),[]
1010,081110,220907,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/(BLK),1271d6b6,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/(BLK),[]
1011,081110,220909,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir2/(BLK),ca4ce3f7,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir2/(BLK),[]
1012,081110,220911,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),95394f4b,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),[]
1013,081110,220916,15860,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.215.16 : 34762 dest : /10.251.215.16 : 50010,3c0d4ed0,Receiving block (BLK) src : /<*> : 34762 dest : /<*> : 50010,"['10.251.215.16', '10.251.215.16']"
1014,081110,220921,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir27/(BLK),56f6c9a9,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir27/(BLK),[]
1015,081110,220923,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),95394f4b,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir35/(BLK),[]
1016,081110,220925,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir33/(BLK),dc6b41d7,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir33/(BLK),[]
1017,081110,220936,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir53/(BLK),555b59db,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir53/(BLK),[]
1018,081110,220955,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir18/(BLK),79bc7db2,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir18/(BLK),[]
1019,081110,221033,15695,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.73.188,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.73.188']
1020,081110,221038,16067,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.39.144 : 46278 dest : /10.251.39.144 : 50010,0190f4b0,Receiving block (BLK) src : /<*> : 46278 dest : /<*> : 50010,"['10.251.39.144', '10.251.39.144']"
1021,081110,221125,15347,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.215.192,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.215.192']
1022,081110,221134,16153,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1023,081110,221212,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000186_0/part-00186. (BLK),d488e3e3,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000186_0/part-00186. (BLK),[]
1024,081110,221253,15107,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.5.161 : 52151 dest : /10.250.5.161 : 50010,d9da7acf,Receiving block (BLK) src : /<*> : 52151 dest : /<*> : 50010,"['10.250.5.161', '10.250.5.161']"
1025,081110,221343,15521,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.106.50,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.106.50']
1026,081110,221447,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.43.115 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.43.115']
1027,081110,221653,15684,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.214.67,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.214.67']
1028,081110,221803,15957,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 28496610 from /10.250.19.227,b16313a9,Received block (BLK) of size 28496610 from /<*>,['10.250.19.227']
1029,081110,221932,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.122.79 : 50010 to delete (BLK),075a1e67,BLOCK* ask <*> : 50010 to delete (BLK),['10.251.122.79']
1030,081110,221943,15858,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.107.98 : 46161 dest : /10.251.107.98 : 50010,a5c9457d,Receiving block (BLK) src : /<*> : 46161 dest : /<*> : 50010,"['10.251.107.98', '10.251.107.98']"
1031,081110,222039,16041,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.195.52 : 56915 dest : /10.251.195.52 : 50010,cd008f6e,Receiving block (BLK) src : /<*> : 56915 dest : /<*> : 50010,"['10.251.195.52', '10.251.195.52']"
1032,081110,222052,16100,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1033,081110,222130,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.15.198 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.15.198']
1034,081110,222221,15824,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1035,081110,222321,16072,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.89.155 : 53560 dest : /10.251.89.155 : 50010,afeba5b1,Receiving block (BLK) src : /<*> : 53560 dest : /<*> : 50010,"['10.251.89.155', '10.251.89.155']"
1036,081110,222413,16030,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.110.68 : 44200 dest : /10.251.110.68 : 50010,17304a75,Receiving block (BLK) src : /<*> : 44200 dest : /<*> : 50010,"['10.251.110.68', '10.251.110.68']"
1037,081110,222455,16220,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.43.210,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.43.210']
1038,081110,222459,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.39.160 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.39.160']
1039,081110,222511,16129,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.75.49 : 34485 dest : /10.251.75.49 : 50010,c5db8924,Receiving block (BLK) src : /<*> : 34485 dest : /<*> : 50010,"['10.251.75.49', '10.251.75.49']"
1040,081110,222512,16222,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1041,081110,222529,15925,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1042,081110,222621,16005,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1043,081110,222712,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.71.68 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.71.68']
1044,081110,222946,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000585_0/part-00585. (BLK),397794a5,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000585_0/part-00585. (BLK),[]
1045,081110,222948,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.67.113 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.67.113']
1046,081110,222951,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.122.38 : 50010 is added to (BLK) size 28500222,7a611d41,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28500222,['10.251.122.38']
1047,081110,223000,16174,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.14.143,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.14.143']
1048,081110,223002,15950,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.111.37 : 41293 dest : /10.251.111.37 : 50010,b4411bcb,Receiving block (BLK) src : /<*> : 41293 dest : /<*> : 50010,"['10.251.111.37', '10.251.111.37']"
1049,081110,223032,16147,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.6.223,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.6.223']
1050,081110,223108,16252,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.70.211 : 39459 dest : /10.251.70.211 : 50010,88d7e656,Receiving block (BLK) src : /<*> : 39459 dest : /<*> : 50010,"['10.251.70.211', '10.251.70.211']"
1051,081110,223140,15976,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.90.134 : 47340 dest : /10.251.90.134 : 50010,ed3aae52,Receiving block (BLK) src : /<*> : 47340 dest : /<*> : 50010,"['10.251.90.134', '10.251.90.134']"
1052,081110,223206,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.7.230 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.7.230']
1053,081110,223311,16266,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.194.102 : 59433 dest : /10.251.194.102 : 50010,45ae805f,Receiving block (BLK) src : /<*> : 59433 dest : /<*> : 50010,"['10.251.194.102', '10.251.194.102']"
1054,081110,223410,16237,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.90.64,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.90.64']
1055,081110,223615,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.127.243 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.127.243']
1056,081110,223623,16188,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.71.68,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.71.68']
1057,081110,223802,15593,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.26.131,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.26.131']
1058,081110,223833,16297,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.13.240 : 50649 dest : /10.250.13.240 : 50010,eb117dc2,Receiving block (BLK) src : /<*> : 50649 dest : /<*> : 50010,"['10.250.13.240', '10.250.13.240']"
1059,081110,223849,16493,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.106.214 : 51334 dest : /10.251.106.214 : 50010,de3285ef,Receiving block (BLK) src : /<*> : 51334 dest : /<*> : 50010,"['10.251.106.214', '10.251.106.214']"
1060,081110,223854,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.90.239 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.90.239']
1061,081110,223905,16320,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.126.227 : 42572 dest : /10.251.126.227 : 50010,eea12610,Receiving block (BLK) src : /<*> : 42572 dest : /<*> : 50010,"['10.251.126.227', '10.251.126.227']"
1062,081110,224059,16244,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1063,081110,224154,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.215.192 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.215.192']
1064,081110,224209,16540,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.106.37 : 55462 dest : /10.251.106.37 : 50010,11530ad7,Receiving block (BLK) src : /<*> : 55462 dest : /<*> : 50010,"['10.251.106.37', '10.251.106.37']"
1065,081110,224212,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.106.50 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.106.50']
1066,081110,224218,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.198.196 : 50010 is added to (BLK) size 28499417,be5d5d5f,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28499417,['10.251.198.196']
1067,081110,224338,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.199.159 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.199.159']
1068,081110,224437,16512,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1069,081110,224504,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.7.32 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.7.32']
1070,081110,224632,16607,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.38.197 : 44516 dest : /10.251.38.197 : 50010,42a62b72,Receiving block (BLK) src : /<*> : 44516 dest : /<*> : 50010,"['10.251.38.197', '10.251.38.197']"
1071,081110,224636,16576,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.42.246,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.42.246']
1072,081110,224637,16371,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1073,081110,224652,16437,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.91.159,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.91.159']
1074,081110,224732,16377,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1075,081110,224746,16694,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.7.230,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.7.230']
1076,081110,224755,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. (BLK),70694cf9,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. (BLK),[]
1077,081110,224817,16597,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1078,081110,224932,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230. (BLK),77b4ed48,BLOCK* NameSystem.allocateBlock : /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230. (BLK),[]
